trial_number,bit_width,group_size,model_type,context_question,question_type,evaluation,perplexity,rmse_key,rmse_value
8,2.5,128,Compressed,What specific network topology and InfiniBand fabric configuration is recommended for a 512-node NVIDIA DGX H100 cluster to maximize all-reduce collective communication bandwidth?,out-of-scope,0.0,15.578720092773438,1.212601661682129,0.1944865882396698
0,2.5,128,Compressed,How do the parameter initialization bounds described in Section 8 intersect with the optimization dynamics of Adam versus SGD with Momentum as covered in the text?,cross-reference,0.0,11.784363746643066,1.2382750511169434,0.1941125988960266
1,2.5,128,Compressed,Analyze how applying Dropout regularization during training impacts the downstream tracking behavior of Batch Normalization layers during model evaluation.,cross-reference,0.0,9.104209899902344,1.2496546506881714,0.1930082738399505
2,2.5,128,Compressed,Trace how the geometric assumptions of Convex Optimization Theory map onto the specific empirical loss landscapes observed in deep Convolutional Networks.,cross-reference,0.0,13.064982414245604,1.254278302192688,0.1926070153713226
3,2.5,128,Compressed,Contrast the structural approach to handling exploding gradients inside recurrent layouts (like GRUs) against how feedforward networks (like Transformers) handle them using attention structures.,cross-reference,0.0,10.952192306518556,1.2362642288208008,0.1920753419399261
4,2.5,128,Compressed,How do the theoretical capacity limits discussed in Generalization Theory affect the decision to apply dimensionality reduction strategies like PCA before training a deep neural network?,cross-reference,0.0,13.002060890197754,1.2353127002716064,0.1942106783390045
5,2.5,128,Compressed,Explain the interaction between the cross-entropy loss function properties and the final classification layers across both multi-class and multi-label task setups.,cross-reference,0.0,7.284053325653076,1.2726138830184937,0.1945454180240631
0,2.5,128,Compressed,How do the probability and information theory notation definitions (entropy H[P] and KL-divergence D_KL) connect to the cross-entropy loss function used to train softmax classifiers?,cross-reference,0.0,14.827667236328123,1.2350904941558838,0.1928888857364654
1,2.5,128,Compressed,In what ways do the sparse interaction and weight-sharing properties that distinguish convolutional layers from fully connected layers relate to the covariance matrix structure exploited during PCA-based dimensionality reduction of image data?,cross-reference,0.0,13.78561305999756,1.232595920562744,0.1945558041334152
2,2.5,128,Compressed,"How does the vanishing gradient problem identified during backpropagation through deep networks interact with the choice of Xavier initialization, and how does the GRU architecture structurally reduce reliance on proper initialization for capturing long-range dependencies?",cross-reference,0.0,14.37989902496338,1.2473523616790771,0.1938119828701019
3,2.5,128,Compressed,How are the mathematical operators defined in the notation section — specifically the Hadamard product and matrix transpose — concretely instantiated within the GRU gating equations and the scaled dot-product attention computation?,cross-reference,0.0,8.883079528808594,1.254863977432251,0.1920407712459564
4,2.5,128,Compressed,"How does the generalization theory concept of model capacity — quantified through VC dimension — constrain the practical architecture choices of depth, width, and dropout rate when building a GRU for sequence modeling?",cross-reference,0.0,17.979331970214844,1.2272398471832275,0.1953965276479721
5,2.5,128,Compressed,How do Adam's bias-correction terms interact with the gradient scale produced by Xavier initialization versus poorly scaled alternatives during the first iterations of training?,cross-reference,0.0,22.13083267211914,1.247225999832153,0.1936023384332656
6,2.5,128,Compressed,"How do the running statistics tracked by batch normalization during training get corrupted when dropout is applied before normalization layers, and how does this manifest as a mismatch when the model is evaluated on the validation or test split?",cross-reference,0.0,8.742547988891602,1.2710317373275757,0.192229151725769
7,2.5,128,Compressed,How does the strictly convex optimization framework — where every local minimum is a global minimum because the Hessian is positive definite everywhere — break down when ReLU activations and max-pooling are introduced in a multi-layer convolutional architecture?,cross-reference,0.0,14.040836334228516,1.2308460474014282,0.1915029138326645
8,2.5,128,Compressed,"How does the BLEU evaluation metric for sequence-to-sequence translation connect to the conditional probability notation established in the preamble, and how does the choice between Adam and SGD with momentum affect the model's ability to maximize it indirectly during training?",cross-reference,0.0,12.820120811462402,1.247892141342163,0.1908687502145767
