trial_number,bit_width,group_size,model_type,context_question,question_type,evaluation,perplexity,rmse_key,rmse_value
8,4.0,128,Compressed,What specific network topology and InfiniBand fabric configuration is recommended for a 512-node NVIDIA DGX H100 cluster to maximize all-reduce collective communication bandwidth?,out-of-scope,0.0,15.578720092773438,0.4440069794654846,0.0748354867100715
0,4.0,128,Compressed,How do the parameter initialization bounds described in Section 8 intersect with the optimization dynamics of Adam versus SGD with Momentum as covered in the text?,cross-reference,1.0,11.781621932983398,0.459592193365097,0.0747702866792678
1,4.0,128,Compressed,Analyze how applying Dropout regularization during training impacts the downstream tracking behavior of Batch Normalization layers during model evaluation.,cross-reference,0.0,9.106057167053224,0.4679448008537292,0.0748067498207092
2,4.0,128,Compressed,Trace how the geometric assumptions of Convex Optimization Theory map onto the specific empirical loss landscapes observed in deep Convolutional Networks.,cross-reference,0.0,13.080129623413086,0.4628293812274933,0.0741720199584961
3,4.0,128,Compressed,Contrast the structural approach to handling exploding gradients inside recurrent layouts (like GRUs) against how feedforward networks (like Transformers) handle them using attention structures.,cross-reference,1.0,10.943960189819336,0.458205908536911,0.074567399919033
4,4.0,128,Compressed,How do the theoretical capacity limits discussed in Generalization Theory affect the decision to apply dimensionality reduction strategies like PCA before training a deep neural network?,cross-reference,0.0,13.006832122802734,0.4641603231430053,0.0742482170462608
5,4.0,128,Compressed,Explain the interaction between the cross-entropy loss function properties and the final classification layers across both multi-class and multi-label task setups.,cross-reference,0.0,7.274951457977295,0.4714598953723907,0.0752181187272071
0,4.0,128,Compressed,Which recurrent neural network variant explicitly relies on a reset gate and an update gate to capture long-range dependencies without a separate cell state?,factual,1.0,6.736977577209473,0.4622789919376373,0.0747622773051261
1,4.0,128,Compressed,How does multi-head attention extend the vanilla self-attention mechanism computationally?,factual,0.0,12.653460502624512,0.4570777118206024,0.0748668760061264
2,4.0,128,Compressed,What specific matrix decomposition forms the foundation for Principal Component Analysis (PCA) optimization?,factual,0.0,15.968244552612305,0.4357726573944092,0.0746243894100189
3,4.0,128,Compressed,What are the three canonical data splits required to build and evaluate a deep learning pipeline cleanly?,factual,0.0,16.421852111816406,0.4626200497150421,0.0736809000372886
4,4.0,128,Compressed,What mathematical constraint determines whether an optimization problem is considered strictly convex?,factual,0.0,7.057506561279297,0.463781476020813,0.0753344222903251
5,4.0,128,Compressed,What structural property separates a convolutional layer from a fully connected layer regarding parameter efficiency?,factual,0.0,9.9525728225708,0.4682373702526092,0.0747333541512489
6,4.0,128,Compressed,What specific formulation distinguishes Adam from the RMSProp optimizer?,factual,0.0,17.399538040161133,0.4611393511295318,0.0741957351565361
7,4.0,128,Compressed,"What phenomenon occurs when the gradients flowing backward through a deep architecture approach zero, preventing earlier layers from updating?",factual,0.0,13.212292671203612,0.4560191929340362,0.0744080916047096
8,4.0,128,Compressed,What is the primary difference between a matrix and a tensor as described in the linear algebra introduction?,factual,1.0,7.399857997894287,0.4677034914493561,0.0738140642642974
9,4.0,128,Compressed,What mathematical operation describes the derivative of a matrix with respect to a vector?,factual,1.0,5.8108625411987305,0.4723632335662842,0.0748330876231193
10,4.0,128,Compressed,Which optimization algorithm generalizes standard gradient descent by incorporating an exponentially decaying average of past gradients to maintain momentum?,factual,1.0,7.542524337768555,0.4699858725070953,0.0751640498638153
11,4.0,128,Compressed,What is the mathematical formulation of the dropout regularization technique applied to a hidden layer activation vector?,factual,0.0,5.967074871063232,0.4715687930583954,0.0739978477358818
12,4.0,128,Compressed,"According to the text, what specific failure mode does batch normalization alleviate during the training of deep networks?",factual,0.0,8.015217781066895,0.468492329120636,0.0744068846106529
13,4.0,128,Compressed,What is the structural difference between standard cross-entropy loss and binary cross-entropy loss formulas?,factual,0.0,4.339846134185791,0.4820105135440826,0.0756502971053123
14,4.0,128,Compressed,How is the capacity of a statistical model defined in relation to the phenomena of overfitting and underfitting?,factual,1.0,8.932686805725098,0.4718958437442779,0.0741476118564605
15,4.0,128,Compressed,What is the standard weight initialization strategy proposed by Xavier Glorot and Yoshua Bengio for deep networks using symmetric activation functions?,factual,0.0,9.14609432220459,0.4608585834503174,0.0746383443474769
0,4.0,128,Compressed,How do the probability and information theory notation definitions (entropy H[P] and KL-divergence D_KL) connect to the cross-entropy loss function used to train softmax classifiers?,cross-reference,1.0,14.827667236328123,0.4535782635211944,0.0743051841855049
1,4.0,128,Compressed,In what ways do the sparse interaction and weight-sharing properties that distinguish convolutional layers from fully connected layers relate to the covariance matrix structure exploited during PCA-based dimensionality reduction of image data?,cross-reference,1.0,13.78561305999756,0.4571382701396942,0.0742316097021102
2,4.0,128,Compressed,"How does the vanishing gradient problem identified during backpropagation through deep networks interact with the choice of Xavier initialization, and how does the GRU architecture structurally reduce reliance on proper initialization for capturing long-range dependencies?",cross-reference,1.0,14.37989902496338,0.4591325223445892,0.0743456780910492
3,4.0,128,Compressed,How are the mathematical operators defined in the notation section — specifically the Hadamard product and matrix transpose — concretely instantiated within the GRU gating equations and the scaled dot-product attention computation?,cross-reference,0.0,8.883079528808594,0.4634791910648346,0.0737650394439697
4,4.0,128,Compressed,"How does the generalization theory concept of model capacity — quantified through VC dimension — constrain the practical architecture choices of depth, width, and dropout rate when building a GRU for sequence modeling?",cross-reference,0.0,17.979331970214844,0.4362824857234955,0.0748277455568313
5,4.0,128,Compressed,How do Adam's bias-correction terms interact with the gradient scale produced by Xavier initialization versus poorly scaled alternatives during the first iterations of training?,cross-reference,1.0,22.13083267211914,0.4577240943908691,0.07419104129076
6,4.0,128,Compressed,"How do the running statistics tracked by batch normalization during training get corrupted when dropout is applied before normalization layers, and how does this manifest as a mismatch when the model is evaluated on the validation or test split?",cross-reference,1.0,8.742547988891602,0.4718970060348511,0.0743006616830825
7,4.0,128,Compressed,How does the strictly convex optimization framework — where every local minimum is a global minimum because the Hessian is positive definite everywhere — break down when ReLU activations and max-pooling are introduced in a multi-layer convolutional architecture?,cross-reference,0.0,14.040836334228516,0.4534308016300201,0.0745144486427307
8,4.0,128,Compressed,"How does the BLEU evaluation metric for sequence-to-sequence translation connect to the conditional probability notation established in the preamble, and how does the choice between Adam and SGD with momentum affect the model's ability to maximize it indirectly during training?",cross-reference,1.0,12.820120811462402,0.4528213739395141,0.0741239711642265
