trial_number,bit_width,group_size,model_type,context_question,question_type,evaluation,perplexity,rmse_key,rmse_value
10,,,BF16,What specific matrix decomposition forms the foundation for Principal Component Analysis (PCA) optimization?,factual,0.0,15.12972354888916,0.0,0.0
11,,,BF16,What are the three canonical data splits required to build and evaluate a deep learning pipeline cleanly?,factual,0.0,15.28855037689209,0.0,0.0
12,,,BF16,What mathematical constraint determines whether an optimization problem is considered strictly convex?,factual,0.0,6.868403911590576,0.0,0.0
13,,,BF16,What structural property separates a convolutional layer from a fully connected layer regarding parameter efficiency?,factual,0.0,9.690326690673828,0.0,0.0
14,,,BF16,What specific formulation distinguishes Adam from the RMSProp optimizer?,factual,0.0,16.932903289794922,0.0,0.0
15,,,BF16,"What phenomenon occurs when the gradients flowing backward through a deep architecture approach zero, preventing earlier layers from updating?",factual,0.0,12.838228225708008,0.0,0.0
0,,,BF16,How do the probability and information theory notation definitions (entropy H[P] and KL-divergence D_KL) connect to the cross-entropy loss function used to train softmax classifiers?,cross-reference,1.0,13.686322212219238,0.0,0.0
1,,,BF16,In what ways do the sparse interaction and weight-sharing properties that distinguish convolutional layers from fully connected layers relate to the covariance matrix structure exploited during PCA-based dimensionality reduction of image data?,cross-reference,1.0,12.946152687072754,0.0,0.0
2,,,BF16,"How does the vanishing gradient problem identified during backpropagation through deep networks interact with the choice of Xavier initialization, and how does the GRU architecture structurally reduce reliance on proper initialization for capturing long-range dependencies?",cross-reference,1.0,13.263567924499512,0.0,0.0
3,,,BF16,How are the mathematical operators defined in the notation section — specifically the Hadamard product and matrix transpose — concretely instantiated within the GRU gating equations and the scaled dot-product attention computation?,cross-reference,1.0,8.475191116333008,0.0,0.0
4,,,BF16,"How does the generalization theory concept of model capacity — quantified through VC dimension — constrain the practical architecture choices of depth, width, and dropout rate when building a GRU for sequence modeling?",cross-reference,0.0,16.8994197845459,0.0,0.0
5,,,BF16,How do Adam's bias-correction terms interact with the gradient scale produced by Xavier initialization versus poorly scaled alternatives during the first iterations of training?,cross-reference,1.0,22.62911605834961,0.0,0.0
6,,,BF16,"How do the running statistics tracked by batch normalization during training get corrupted when dropout is applied before normalization layers, and how does this manifest as a mismatch when the model is evaluated on the validation or test split?",cross-reference,1.0,8.545401573181152,0.0,0.0
7,,,BF16,How does the strictly convex optimization framework — where every local minimum is a global minimum because the Hessian is positive definite everywhere — break down when ReLU activations and max-pooling are introduced in a multi-layer convolutional architecture?,cross-reference,0.0,13.552337646484377,0.0,0.0
8,,,BF16,"How does the BLEU evaluation metric for sequence-to-sequence translation connect to the conditional probability notation established in the preamble, and how does the choice between Adam and SGD with momentum affect the model's ability to maximize it indirectly during training?",cross-reference,1.0,11.39276885986328,0.0,0.0
0,,,BF16,How do the parameter initialization bounds described in Section 8 intersect with the optimization dynamics of Adam versus SGD with Momentum as covered in the text?,cross-reference,1.0,11.781621932983398,0.0,0.0
1,,,BF16,Analyze how applying Dropout regularization during training impacts the downstream tracking behavior of Batch Normalization layers during model evaluation.,cross-reference,1.0,9.106057167053224,0.0,0.0
2,,,BF16,Trace how the geometric assumptions of Convex Optimization Theory map onto the specific empirical loss landscapes observed in deep Convolutional Networks.,cross-reference,0.0,13.080129623413086,0.0,0.0
3,,,BF16,Contrast the structural approach to handling exploding gradients inside recurrent layouts (like GRUs) against how feedforward networks (like Transformers) handle them using attention structures.,cross-reference,1.0,10.943960189819336,0.0,0.0
4,,,BF16,How do the theoretical capacity limits discussed in Generalization Theory affect the decision to apply dimensionality reduction strategies like PCA before training a deep neural network?,cross-reference,1.0,13.006832122802734,0.0,0.0
5,,,BF16,Explain the interaction between the cross-entropy loss function properties and the final classification layers across both multi-class and multi-label task setups.,cross-reference,1.0,7.284053325653076,0.0,0.0
