trial_number,bit_width,group_size,model_type,context_question,question_type,evaluation,perplexity,rmse_key,rmse_value
9,2.0,128,Compressed,How does multi-head attention extend the vanilla self-attention mechanism computationally?,factual,0.0,11.930468559265137,1.2847778797149658,0.2124541699886322
10,2.0,128,Compressed,What specific matrix decomposition forms the foundation for Principal Component Analysis (PCA) optimization?,factual,0.0,15.12972354888916,1.226805567741394,0.2097894102334976
11,2.0,128,Compressed,What are the three canonical data splits required to build and evaluate a deep learning pipeline cleanly?,factual,0.0,15.28855037689209,1.285070300102234,0.2096271216869354
12,2.0,128,Compressed,What mathematical constraint determines whether an optimization problem is considered strictly convex?,factual,0.0,6.868403911590576,1.32527494430542,0.2112464606761932
13,2.0,128,Compressed,What structural property separates a convolutional layer from a fully connected layer regarding parameter efficiency?,factual,0.0,9.690326690673828,1.3069313764572144,0.2114443182945251
14,2.0,128,Compressed,What specific formulation distinguishes Adam from the RMSProp optimizer?,factual,0.0,16.932903289794922,1.3102381229400637,0.2099358886480331
15,2.0,128,Compressed,"What phenomenon occurs when the gradients flowing backward through a deep architecture approach zero, preventing earlier layers from updating?",factual,0.0,12.838228225708008,1.2728744745254517,0.209636241197586
0,2.0,128,Compressed,How do the parameter initialization bounds described in Section 8 intersect with the optimization dynamics of Adam versus SGD with Momentum as covered in the text?,cross-reference,0.0,11.781621932983398,1.2789286375045776,0.2114327996969223
1,2.0,128,Compressed,Analyze how applying Dropout regularization during training impacts the downstream tracking behavior of Batch Normalization layers during model evaluation.,cross-reference,0.0,9.106057167053224,1.3169419765472412,0.2104855626821518
2,2.0,128,Compressed,Trace how the geometric assumptions of Convex Optimization Theory map onto the specific empirical loss landscapes observed in deep Convolutional Networks.,cross-reference,0.0,13.080129623413086,1.3030027151107788,0.2099253237247467
3,2.0,128,Compressed,Contrast the structural approach to handling exploding gradients inside recurrent layouts (like GRUs) against how feedforward networks (like Transformers) handle them using attention structures.,cross-reference,0.0,10.943960189819336,1.2721223831176758,0.210285797715187
4,2.0,128,Compressed,How do the theoretical capacity limits discussed in Generalization Theory affect the decision to apply dimensionality reduction strategies like PCA before training a deep neural network?,cross-reference,0.0,13.006832122802734,1.2954418659210205,0.2117383182048797
5,2.0,128,Compressed,Explain the interaction between the cross-entropy loss function properties and the final classification layers across both multi-class and multi-label task setups.,cross-reference,0.0,7.274951457977295,1.3306386470794678,0.2112681567668914
